Id,Coordonnee Lambert 93 X,Coordonnee Lambert 93 Y,coordonnees décimales longitude,coordonnees décimales latitude,Region,Departement,Commune,Nom de l'intervention,Nom du site,Date début,Date fin,Periode(s),Theme(s),Type intervention
INRAPI0547,"893052,598","6247663,967",5.3781872,43.301974,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Rue Longue-des-Capucins,Rue Longue-des-Capucins,2004-09-30,2004-11-22,"#Paléolithique, Mésolithique#Antiquité","#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0548,"931476,771","6893907,317",6.1706159,49.1031576,Lorraine,Moselle,Metz,Rue Mazarin,Rue Mazarin,,,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0549,525651,6701526,0.6884623,47.3911069,Centre,Indre-et-Loire,Tours,Rue Nationale et place Jean-Jaurès,Rue Nationale et place Jean-Jaurès,2011-02-21,2012-10-24,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Chasse, pêche, cueillette#Paysage et environnement#Vie quotidienne, usages",fouille
INRAPI0550,"881078,868","6519934,447",5.3296995,45.7549684,Rhône-Alpes,Isère,Optevoz,Rue Philippe Tassier,Rue Philippe Tassier,2013-07-08,2013-10-11,#Néolithique#Protohistoire#Moyen Âge,,fouille
INRAPI0551,719658,6707754,3.2609744,47.4698521,Bourgogne,Nièvre,Entrains-sur-Nohain,Rue Romaine,Rue Romaine,2013-06-19,2013-09-20,#Antiquité,"#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0552,432602,6713870,-0.5511755,47.471064,Pays de la Loire,Maine-et-Loire,Angers,"Rue Saint-Maurille, place du Ralliement","Rue Saint-Maurille, place du Ralliement",2008-09-23,2008-11-21,#Antiquité#Moyen Âge,#Cultes et pratiques funéraires#Échange et transport,fouille
INRAPI0553,"389974,599","6580166,355",-1.025903,46.2502226,Poitou-Charentes,Charente-Maritime,Andilly,rue Saint-Nicolas,rue Saint-Nicolas,2012-08-20,2012-11-16,#Protohistoire,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0554,775475,6906640,4.036594,49.254963,Champagne-Ardenne,Marne,Reims,Rue Saint-Symphorien,Rue Saint-Symphorien,2007-06-19,2007-11-24,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0555,672812,6832684,2.6313168,48.5937904,Ile-de-France,Seine-et-Marne,Vert-Saint-Denis,"Saint-Clément, La Bichère","Saint-Clément, La Bichère",,,#Protohistoire#Antiquité#Moyen Âge,"#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0556,931710,6895140,6.1744855,49.1141476,Lorraine,Moselle,Metz,Sainte Chrétienne,Îlot Sainte-Chrétienne,2009-02-01,2009-09-30,"#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0557,295046,6758835,-2.414151,47.804913,Bretagne,Morbihan,Saint-Marcel,Saint-Marcel « Le Bourg » - Les influences culturelles à la fin de l'Antiquité,Saint-Marcel « Le Bourg » - Les influences culturelles à la fin de l'Antiquité,2006-05-29,2006-09-01,#Antiquité,,fouille
INRAPI0558,419091,6781027,-0.7729277,48.06921,Pays de la Loire,Mayenne,Laval,Saint-Tugal,Saint-Tugal,2003-05-01,2003-11-01,#Moyen Âge,,fouille
INRAPI0559,436263,6301108,-0.2753742,43.759757,Aquitaine,Landes,Cazères-sur-l'Adour,Septsos,Septsos,2008-06-30,2008-09-12,"#Paléolithique, Mésolithique#Néolithique","#Industrie, artisanat",fouille
INRAPI0560,695764,6960006,2.9412732,49.7390233,Picardie,Somme,Breuil,"Sole de l'Epinette, Sole du Bois Marotte et Sole de la Voie de Quiquery","Sole de l'Epinette, Sole du Bois Marotte et Sole de la Voie de Quiquery",,2010-11-17,#Néolithique#Protohistoire,"#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0561,512272,6286513,0.6732697,43.6527646,Midi-Pyrénées,Gers,Lahitte,Soulan de Lasserre-Cabanery,Soulan de Lasserre-Cabanery,2009-06-15,2009-08-28,#Moyen Âge,#Cultes et pratiques funéraires,fouille
INRAPI0562,923241,6680463,5.9487909,47.1869339,Franche-Comté,Doubs,Rancenay,Sous la Grette,Sous la Grette,2012-10-15,2012-12-14,#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0563,"525653,81","6701812,14",0.6883885,47.3936823,Centre,Indre-et-Loire,Tours,Temple de la rue Nationale,Temple de la rue Nationale,1951-01-01,2002-12-31,#Antiquité#Moyen Âge,#Archéologie des conflits#Cultes et pratiques funéraires#Organisation sociale et politique,fouille
INRAPI0564,491305,6771212,0.2007056,48.0079975,Pays de la Loire,Sarthe,Le Mans,Théâtre de Jacobins,Théâtre de Jacobins,,,"#Moderne, Contemporain",#Archéologie des conflits#Organisation sociale et politique,fouille
INRAPI0565,1230401,6180962,9.454165,42.5332439,Corse,Corse-du-Sud,Lucciana,Torricella,Torricella,2007-12-10,2008-03-07,#Antiquité,,fouille
INRAPI0566,541766,6691479,0.9055436,47.3047436,Centre,Indre-et-Loire,Athée-sur-Cher,Touche Morin,Touche Morin,2005-01-20,2005-04-13,#Néolithique#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0567,679090,6687533,2.7233451,47.2877834,Centre,Cher,Neuvy-Deux-Clochers,Tour de Vesvre 2,Tour de Vesvre 2,2003-09-01,2004-11-30,#Moyen Âge,,fouille
INRAPI0568,679090,6687543,2.7233446,47.2878735,Centre,Cher,Neuvy-Deux-Clochers,Tour de Vesvre 3,Tour de Vesvre 3,2005-05-01,2005-11-30,#Moyen Âge,,fouille
INRAPI0569,"774419,34","6906949,48",4.0221519,49.2578686,Champagne-Ardenne,Marne,Reims,Tracé de la ligne de tramway,Tracé de la ligne de tramway,2007-07-03,2008-12-02,"#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0570,525935,"6701315,5",0.692307,47.3892875,Centre,Indre-et-Loire,Tours,"Tramway, rue Charles-Gille","Tramway, rue Charles-Gille",2011-02-21,2011-12-21,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Cultes et pratiques funéraires#Vie quotidienne, usages",fouille
INRAPI0571,"574370,605","6278386,884",1.4446646,43.5934026,Languedoc-Roussillon,Aude,Narbonne,Tribunal d'instance,Tribunal d'instance,,,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0572,780380,6800430,4.0839295,48.2992321,Champagne-Ardenne,Aube,Troyes,Troyes Campus,Troyes Campus,2006-01-09,2006-04-18,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0573,380037,6776905,-1.293489,48.0142218,Bretagne,Ille-et-Vilaine,Bais,Un grand domaine gallo-romain,Un grand domaine gallo-romain,,,#Antiquité,"#Agriculture, élevage#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0574,619869,6758479,1.9271139,47.9218041,Centre,Loiret,Orléans,Un sanctuaire antique - ZAC du Clos de la Fontaine,Un sanctuaire antique - ZAC du Clos de la Fontaine,2007-07-02,2008-10-03,#Antiquité#Moyen Âge,,fouille
INRAPI0575,"701808,015","7052582,06",3.02548,50.5703856,Nord-Pas-de-Calais,Nord,Noyelles-lès-Seclin,Une agglomération gallo-romaine atypique à Noyelles-lez-Seclin,Une agglomération gallo-romaine atypique à Noyelles-lez-Seclin,2009-11-16,2010-01-01,#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0576,832367,6529560,4.7058945,45.8528259,Rhône-Alpes,Rhône,Fleurieux-sur-l'Arbresle,Une ferme antique à Fleurieux-sur-l'Arbresle,Une ferme antique à Fleurieux-sur-l'Arbresle,2009-04-20,2009-08-12,#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0577,565700,6933300,1.1471278,49.48489,Haute-Normandie,Seine-Maritime,Isneauville,Une ferme gauloise puis gallo-romaine,Une ferme gauloise puis gallo-romaine,2009-01-06,2009-05-18,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0578,273300,6835474,-2.7787481,48.4789411,Bretagne,Côtes-d'Armor,Ploufragan,Une villa gallo-romaine à Ploufragan,Une villa gallo-romaine à Ploufragan,2008-03-31,2008-06-13,#Antiquité,,fouille
INRAPI0579,640005,6850980,2.1838958,48.7561384,Ile-de-France,Essonne,Saclay,"Val d'Albian, La Grande Mare, La Mare aux Saules","Val d'Albian, La Grande Mare, La Mare aux Saules",,,#Protohistoire#Moyen Âge,"#Peuplement, occupation espace",fouille
INRAPI0580,"695677,3125",6966057,2.9400076,49.7933889,Nord-Pas-de-Calais,Nord,Béthencourt,Vallée des Marottes,Vallée des Marottes,2011-09-12,2011-10-28,#Antiquité,"#Industrie, artisanat#Peuplement, occupation espace",fouille
INRAPI0581,"695341,5625",6963794,2.9353736,49.7730546,Picardie,Somme,Rouy-le-Grand,Vallée Ronvalle,Vallée Ronvalle,2011-10-03,2011-12-23,#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0582,605258,6798465,1.7228578,48.2796225,Centre,Eure-et-Loir,Prasville,Vers Chesnay - La romanisation de la Beauce à Prasville,Vers Chesnay - La romanisation de la Beauce à Prasville,,,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0583,"1005258,99","6265823,21",6.7694033,43.4259334,Provences-Alpes-Côte-d'Azur,Var,Saint-Raphaël,Vieille Église de Saint-Raphaël,Vieille Église de Saint-Raphaël,2003-01-01,2007-01-01,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0584,"1005258,99","6265823,21",6.7694033,43.4259334,Provences-Alpes-Côte-d'Azur,Var,Saint-Raphaël,Vieille Église de Saint-Raphaël ,Vieille Église de Saint-Raphaël,2003-01-01,2007-01-01,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0585,430585,6599773,-0.5106043,46.4440191,Poitou-Charentes,Deux-Sèvres,Faye-sur-Ardin,Voie communale n° 16,Voie communale n° 16,2008-10-13,2009-02-06,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0586,"893015,643","6247659,136",5.3777304,43.3019406,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Marseille,Voie Nouvelle,Voie Nouvelle,2007-09-24,2007-11-16,"#Paléolithique, Mésolithique#Antiquité#Moderne, Contemporain","#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0587,"1030804,284","6811500,037",7.4648833,48.319626,Alsace,Bas-Rhin,Dambach-la-Ville,Wilmstein,Wilmstein,2004-05-24,2004-09-30,#Antiquité,,fouille
INRAPI0588,282415,6711640,-2.5382923,47.3732446,Pays de la Loire,Loire-Atlantique,Piriac-sur-Mer,Z.A. du Pladreau - La villa du Pladreau à Piriac-sur-Mer,Z.A. du Pladreau - La villa du Pladreau à Piriac-sur-Mer,2005-04-01,2005-06-30,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0589,"638995,884","6960165,356",2.1542628,49.7375339,Picardie,Somme,Conty,ZAC  Henri-Dunant,ZAC  Henri-Dunant,2002-11-18,2002-12-20,#Néolithique,,fouille
INRAPI0590,"688152,561","7024497,07",2.8338692,50.3181653,Nord-Pas-de-Calais,Pas-de-Calais,Saint-Laurent-Blangy,ZAC Actiparc,ZAC Actiparc,2001-04-01,2002-04-01,#Protohistoire#Antiquité,,fouille
INRAPI0591,380882,6568197,-1.1356306,46.1383548,Poitou-Charentes,Charente-Maritime,Aytré,ZAC Bongraine,ZAC Bongraine,2004-09-13,2004-12-17,#Antiquité,,fouille
INRAPI0592,618679,6756041,1.9116327,47.8997186,Centre,Loiret,Orléans,ZAC Bourgogne,ZAC Bourgogne,2010-01-10,2010-02-10,"#Antiquité#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0593,601085,6639225,1.7019005,46.8458679,Centre,Indre,Déols,ZAC de Grandéols,ZAC de Grandéols,2010-03-30,2010-06-30,#Protohistoire,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0594,"716365,6","6519854,3",3.2106121,45.7781063,Auvergne,Puy-de-Dôme,Lempdes,ZAC de la Fontanille II,ZAC de la Fontanille II,2008-11-17,2009-07-17,#Protohistoire,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0595,"697027,979","7041856,09",2.9581959,50.4741078,Nord-Pas-de-Calais,Pas-de-Calais,Carvin,ZAC de la Gare d'Eau,ZAC de la Gare d'Eau,2008-05-19,2008-11-14,#Néolithique,"#Habitats, architecture, édifices",fouille
INRAPI0596,668703,6834002,2.5755015,48.6054603,Ile-de-France,Seine-et-Marne,Savigny-le-Temple,"ZAC de la Grange du Bois, lot A1","ZAC de la Grange du Bois, lot A1",2003-12-01,2004-01-31,#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0597,"291529,818","6706049,723",-2.412714,47.328726,Pays de la Loire,Loire-Atlantique,Guérande,ZAC de la Métairie de la Lande,ZAC de la Métairie de la Lande,,,"#Moyen Âge#Moderne, Contemporain","#Habitats, architecture, édifices",fouille
INRAPI0598,664121,6838511,2.5129776,48.6457802,Ile-de-France,Essonne,Tigery,ZAC de la Pépinière,ZAC de la Pépinière,2004-11-08,2004-12-24,"#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0599,365474,6780650,-1.4913491,48.0405846,Bretagne,Ille-et-Vilaine,Châteaugiron,ZAC de La Perdriotais - Une longue occupation rurale aux origines de Châteaugiron,ZAC de La Perdriotais - Une longue occupation rurale aux origines de Châteaugiron,2008-05-01,2009-11-01,#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0600,926300,6911800,6.1094278,49.265743,Lorraine,Moselle,Vitry-sur-Orne,"ZAC de La Plaine - Vallange, un village retrouvé","ZAC de La Plaine - Vallange, un village retrouvé",2007-03-08,2007-12-14,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices#Industrie, artisanat",fouille
INRAPI0601,666885,6837798,2.5505505,48.6395144,Ile-de-France,Seine-et-Marne,Lieusaint,"ZAC de la Pyramide, lot C1","ZAC de la Pyramide, lot C1",2002-07-15,2002-10-04,#Protohistoire#Antiquité,"#Habitats, architecture, édifices",fouille
INRAPI0602,666469,6838210,2.5448722,48.6431988,Ile-de-France,Seine-et-Marne,Lieusaint,"ZAC de la Pyramide, lot C3","ZAC de la Pyramide, lot C3",2002-06-01,2002-08-01,#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0603,667649,6837347,2.5609536,48.6354964,Ile-de-France,Seine-et-Marne,Lieusaint,"ZAC de la Pyramide, lots D-E-F","ZAC de la Pyramide, lots D-E-F",2004-06-24,2007-12-19,#Antiquité#Moyen Âge,"#Habitats, architecture, édifices",fouille
INRAPI0604,384539,6707707,-1.1840382,47.3944681,Pays de la Loire,Loire-Atlantique,Ancenis,ZAC de la Savinière,ZAC de la Savinière,,,#Protohistoire,"#Habitats, architecture, édifices",fouille
INRAPI0605,"911927,26","6233824,84",5.6049179,43.1721935,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,La Ciotat,ZAC de la Source du Pré,ZAC de la Source du Pré,2006-05-22,2006-11-17,"#Antiquité#Moderne, Contemporain",,fouille
INRAPI0606,"895929,97","6272615,24",5.4230402,43.5255559,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Aix-en-Provence,ZAC de Ravanas,ZAC de Ravanas,2005-07-05,2005-09-02,#Protohistoire#Antiquité,,fouille
INRAPI0607,"705182,526","6521515,637",3.0667132,45.7932433,Auvergne,Puy-de-Dôme,Clermont-Ferrand,ZAC de Trémonteix,ZAC de Trémonteix,2010-09-08,2011-09-15,#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0608,664054,6837047,2.5121909,48.6326082,Ile-de-France,Seine-et-Marne,Tigery,ZAC des Fossés Neufs,ZAC des Fossés Neufs,2003-01-01,2003-12-31,#Protohistoire#Antiquité#Moyen Âge,"#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices",fouille
INRAPI0609,918700,6245300,5.6929104,43.2733125,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Cuges-les-Pins,ZAC des Vigneaux,ZAC des Vigneaux,2013-03-25,,"#Paléolithique, Mésolithique#Néolithique","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0610,658727,6833715,2.4402231,48.6023195,Ile-de-France,Essonne,Lisses,ZAC du bois de Chaland,ZAC du bois de Chaland,,,,,fouille
INRAPI0611,666303,6835017,2.54287,48.6144697,Ile-de-France,Seine-et-Marne,Lieusaint,"ZAC du Carré Sénart, bureaux, parkings","ZAC du Carré Sénart, bureaux, parkings",2004-12-01,2004-12-31,#Néolithique#Protohistoire#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0612,926200,6902500,6.1030362,49.1822357,Lorraine,Moselle,Norroy-le-Veneur,ZAC du Centre Relais,ZAC du Centre Relais,2005-02-21,2005-06-20,#Moyen Âge,,fouille
INRAPI0613,619918,6758429,1.927779,47.9213602,Centre,Loiret,Orléans,ZAC du Clos de la Fontaine,ZAC du Clos de la Fontaine,2007-07-02,2008-04-11,"#Paléolithique, Mésolithique#Protohistoire#Antiquité#Moyen Âge","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace",fouille
INRAPI0614,"775501,26","6276343,91",3.9345096,43.5821337,Languedoc-Roussillon,Hérault,Pérols,ZAC du Parc de l'Aéroport,ZAC du Parc de l'Aéroport,2004-01-06,2004-03-24,#Protohistoire#Antiquité,,fouille
INRAPI0615,932137,6894450,6.1799487,49.1077943,Lorraine,Moselle,Metz,ZAC du quartier de l'amphithéâtre,ZAC du quartier de l'amphithéâtre,2006-03-20,2007-04-04,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0616,350175,6696555,-1.6301585,47.2769739,Pays de la Loire,Loire-Atlantique,Orvault,ZAC du Vallon des Garettes,ZAC du Vallon des Garettes,2006-10-16,2006-11-22,#Protohistoire,,fouille
INRAPI0617,848960,630360,3.9780791,-1.8177454,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Saint-Rémy-de-Provence,Zac d'Ussol,Zac d'Ussol,,,#Antiquité,"#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages",fouille
INRAPI0618,659724,6875617,2.4497848,48.979228,Ile-de-France,Val-d'Oise,Gonesse,ZAC Entrée sud de Gonesse,ZAC Entrée sud de Gonesse,2006-10-15,2007-03-15,#Protohistoire#Antiquité,,fouille
INRAPI0619,"364792,55","6804542,56",-1.518816,48.2548759,Bretagne,Ille-et-Vilaine,Ercé-près-Liffré,ZAC Le Bocage de l'Illet - tranche 1,ZAC Le Bocage de l'Illet - tranche 1,2013-04-08,2013-06-07,#Protohistoire#Moyen Âge,"#Cultes et pratiques funéraires#Habitats, architecture, édifices",fouille
INRAPI0620,"897608,54","6272726,15",5.443828,43.5260879,Provences-Alpes-Côte-d'Azur,Bouches-du-Rhône,Aix-en-Provence,ZAC Sextius-Mirabeau îlot A,ZAC Sextius-Mirabeau îlot A,2004-05-02,2005-01-01,#Néolithique,,fouille
INRAPI0621,693037,6873841,2.9049054,48.9644819,Ile-de-France,Seine-et-Marne,Meaux,"Zi Nord, Lot D1","Zi Nord, Lot D1",2003-07-28,2003-08-31,"#Antiquité#Moyen Âge#Moderne, Contemporain",,fouille
INRAPI0622,"719422,442","6915202,639",3.2671653,49.3360939,Picardie,Aisne,Ploisy,Zone 6 Bras De Fer,Zone 6 Bras De Fer,2003-06-23,2003-07-25,#Antiquité,,fouille
INRAPI0623,349990,6691407,-1.628612,47.2306107,Pays de la Loire,Loire-Atlantique,Saint-Herblain,Zone d'aménagement d'Ar Mor,Zone d'aménagement d'Ar Mor,2004-11-14,2006-03-17,#Néolithique#Protohistoire#Antiquité#Moyen Âge,,fouille
INRAPI0624,658832,6874939,2.4376655,48.9730749,Ile-de-France,Val-d'Oise,Bonneuil-en-France,Zone de servitude ILS,Zone de servitude ILS,,,#Moyen Âge,,fouille
INRAPI0625,"650692,505","6846991,263",2.3297294,48.7211694,Ile-de-France,Essonne,Wissous,Zone sud ouest aéroport Paris-Orly,Zone sud ouest aéroport Paris-Orly,2011-09-01,2011-10-10,#Protohistoire#Antiquité,"#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages",fouille
